GeneID	TranscriptID	Feature	Contig	Start	Stop	Strand	Name	Product	Alias/Synonyms	EC_number	BUSCO	PFAM	InterPro	EggNog	COG	GO Terms	Secreted	Membrane	Protease	CAZyme	antiSMASH	Notes
H9P43_008165	H9P43_008165-T1	mRNA	c_be_22_11	417660	419598	-		hypothetical protein				PF05997	IPR010301 Ribosomal RNA processing protein 1-like	ENOG503P38A	A:(A) RNA processing and modification	GO_component: GO:0030688 - preribosome, small subunit precursor [Evidence IEA];GO_process: GO:0006364 - rRNA processing [Evidence IEA]						
H9P43_008166	H9P43_008166-T1	mRNA	c_be_22_11	419872	422128	-		hypothetical protein				PF13598;PF13600	IPR011935 Conserved hypothetical protein CHP02231;IPR025554 Domain of unknown function DUF4140;IPR037291 Domain of unknown function DUF4139	ENOG503P314	S:(S) Function unknown							
H9P43_008167	H9P43_008167-T1	mRNA	c_be_22_11	423974	426627	+		hypothetical protein					IPR027417 P-loop containing nucleoside triphosphate hydrolase									
H9P43_008168	H9P43_008168-T1	mRNA	c_be_22_11	427299	429333	+		hypothetical protein				PF13598;PF13600	IPR011935 Conserved hypothetical protein CHP02231;IPR025554 Domain of unknown function DUF4140;IPR037291 Domain of unknown function DUF4139	ENOG503P314	S:(S) Function unknown							
H9P43_008169	H9P43_008169-T1	mRNA	c_be_22_11	429559	430636	+	APA2_1	bifunctional AP-4-A phosphorylase/ADP sulfurylase		2.7.7.53		PF09830;PF19327	IPR009163 Ap4A phosphorylase 1/2;IPR019200 ATP adenylyltransferase, C-terminal;IPR036265 HIT-like superfamily;IPR043171 Ap4A phosphorylase 1/2-like;IPR045759 Ap4A phosphorylase 1/2, N-terminal domain	ENOG503NYMG	F:(F) Nucleotide transport and metabolism	GO_function: GO:0005524 - ATP binding [Evidence IEA];GO_function: GO:0003877 - ATP adenylyltransferase activity [Evidence IEA];GO_process: GO:0009117 - nucleotide metabolic process [Evidence IEA]						
H9P43_008170	H9P43_008170-T1	mRNA	c_be_22_11	442990	443349	-		hypothetical protein														
H9P43_008171	H9P43_008171-T1	mRNA	c_be_22_11	444701	445830	-		hypothetical protein														
H9P43_008172	H9P43_008172-T1	mRNA	c_be_22_11	454415	455186	+		hypothetical protein														
H9P43_008173	H9P43_008173-T1	mRNA	c_be_22_11	458152	461100	+		hypothetical protein														
H9P43_008174	H9P43_008174-T1	tRNA	c_be_22_11	463867	463948	-		tRNA-Ser														
H9P43_008175	H9P43_008175-T1	mRNA	c_be_22_11	467478	468337	+		hypothetical protein														
H9P43_008176	H9P43_008176-T1	mRNA	c_be_22_11	469846	470816	-		hypothetical protein														
H9P43_008177	H9P43_008177-T1	tRNA	c_be_22_11	474218	474289	+		tRNA-Ala														
H9P43_008178	H9P43_008178-T1	tRNA	c_be_22_11	475664	475735	-		tRNA-Ala														
H9P43_008179	H9P43_008179-T1	tRNA	c_be_22_11	480639	480710	-		tRNA-Cys														
H9P43_008180	H9P43_008180-T1	tRNA	c_be_22_11	480944	481015	-		tRNA-Thr														
H9P43_008181	H9P43_008181-T1	tRNA	c_be_22_11	491440	491511	+		tRNA-Thr														
H9P43_008182	H9P43_008182-T1	tRNA	c_be_22_11	491745	491816	+		tRNA-Cys														
H9P43_008183	H9P43_008183-T1	tRNA	c_be_22_11	496721	496792	+		tRNA-Ala														
H9P43_008184	H9P43_008184-T1	tRNA	c_be_22_11	498167	498238	-		tRNA-Ala														
H9P43_008185	H9P43_008185-T1	mRNA	c_be_22_11	501640	502610	+		hypothetical protein														
H9P43_008186	H9P43_008186-T1	mRNA	c_be_22_11	504119	504978	-		hypothetical protein														
H9P43_008187	H9P43_008187-T1	tRNA	c_be_22_11	508508	508589	+		tRNA-Ser														
H9P43_008188	H9P43_008188-T1	mRNA	c_be_22_11	511356	512887	-		hypothetical protein														
H9P43_008189	H9P43_008189-T1	mRNA	c_be_22_11	513837	514304	-		hypothetical protein														
H9P43_008190	H9P43_008190-T1	mRNA	c_be_22_11	517272	518043	-		hypothetical protein														
H9P43_008191	H9P43_008191-T1	mRNA	c_be_22_11	526604	526911	+		hypothetical protein														
H9P43_008192	H9P43_008192-T1	mRNA	c_be_22_11	527058	527757	+		hypothetical protein														
H9P43_008193	H9P43_008193-T1	mRNA	c_be_22_11	529109	529468	+		hypothetical protein														
H9P43_008194	H9P43_008194-T1	mRNA	c_be_22_11	541822	542899	-	APA2_2	bifunctional AP-4-A phosphorylase/ADP sulfurylase		2.7.7.53		PF09830;PF19327	IPR009163 Ap4A phosphorylase 1/2;IPR019200 ATP adenylyltransferase, C-terminal;IPR036265 HIT-like superfamily;IPR043171 Ap4A phosphorylase 1/2-like;IPR045759 Ap4A phosphorylase 1/2, N-terminal domain	ENOG503NYMG	F:(F) Nucleotide transport and metabolism	GO_function: GO:0005524 - ATP binding [Evidence IEA];GO_function: GO:0003877 - ATP adenylyltransferase activity [Evidence IEA];GO_process: GO:0009117 - nucleotide metabolic process [Evidence IEA]						
H9P43_008195	H9P43_008195-T1	mRNA	c_be_22_11	543121	544022	+	NEDD4	E3 ubiquitin-protein ligase nedd4		2.3.2.26		PF00397	IPR001202 WW domain;IPR036020 WW domain superfamily	ENOG503BCVC	O:(O) Posttranslational modification, protein turnover, chaperones	GO_function: GO:0005515 - protein binding [Evidence IEA]						
H9P43_008196	H9P43_008196-T1	mRNA	c_be_22_11	544399	544879	+		hypothetical protein				PF08520	IPR013726 Protein of unknown function DUF1748, fungi	ENOG503P8TS	S:(S) Function unknown							
H9P43_008197	H9P43_008197-T1	mRNA	c_be_22_11	546075	549065	+		hypothetical protein														
H9P43_008198	H9P43_008198-T1	mRNA	c_be_22_11	549530	550162	+	GPX2_1	Glutathione peroxidase 2		1.11.1.9		PF00255	IPR000889 Glutathione peroxidase;IPR013766 Thioredoxin domain;IPR029760 Glutathione peroxidase conserved site;IPR036249 Thioredoxin-like superfamily	ENOG503P24F	O:(O) Posttranslational modification, protein turnover, chaperones	GO_function: GO:0004602 - glutathione peroxidase activity [Evidence IEA];GO_process: GO:0006979 - response to oxidative stress [Evidence IEA]						
H9P43_008199	H9P43_008199-T1	mRNA	c_be_22_11	550369	553935	-	RANBP2	E3 SUMO-protein ligase RanBP2				PF00641	IPR001876 Zinc finger, RanBP2-type;IPR026054 Nuclear pore complex protein;IPR036443 Zinc finger, RanBP2-type superfamily	ENOG503BD77	O:(O) Posttranslational modification, protein turnover, chaperones							
H9P43_008200	H9P43_008200-T1	mRNA	c_be_22_11	554222	555806	+	RBG1	GTP-binding protein rbg1				PF01926;PF02824;PF16897	IPR004095 TGS;IPR005225 Small GTP-binding protein domain;IPR006073 GTP binding domain;IPR006074 GTP1/OBG, conserved site;IPR012675 Beta-grasp domain superfamily;IPR012676 TGS-like;IPR027417 P-loop containing nucleoside triphosphate hydrolase;IPR031167 OBG-type guanine nucleotide-binding (G) domain;IPR031662 GTP binding protein, second domain;IPR045001 Developmentally regulated GTP-binding protein	ENOG503NWDJ	T:(T) Signal transduction mechanisms	GO_function: GO:0003924 - GTPase activity [Evidence IEA];GO_function: GO:0005525 - GTP binding [Evidence IEA]						
H9P43_008201	H9P43_008201-T1	mRNA	c_be_22_11	556670	558067	-		hypothetical protein		2.4.1.173			IPR004276 Glycosyltransferase family 28, N-terminal domain	ENOG5037Q15	C:(C) Energy production and conversion;G:(G) Carbohydrate transport and metabolism	GO_function: GO:0016758 - hexosyltransferase activity [Evidence IEA];GO_process: GO:0005975 - carbohydrate metabolic process [Evidence IEA];GO_process: GO:0030259 - lipid glycosylation [Evidence IEA]						
H9P43_008202	H9P43_008202-T1	mRNA	c_be_22_11	558606	560782	+		hypothetical protein				PF10407	IPR018844 Nucleolar protein Dnt1-like, N-terminal									
H9P43_008203	H9P43_008203-T1	mRNA	c_be_22_11	561105	561793	-	RPO26	subunit common to RNA polymerases I, II, and III			EOG092C5A9A	PF01192	IPR006110 RNA polymerase, subunit omega/Rpo6/RPB6;IPR006111 Archaeal Rpo6/eukaryotic RPB6 RNA polymerase subunit;IPR020708 DNA-directed RNA polymerase, 14-18kDa subunit, conserved site;IPR028363 DNA-directed RNA polymerase, subunit  RPB6;IPR036161 RPB6/omega subunit-like superfamily	ENOG503P3W3	K:(K) Transcription	GO_component: GO:0005665 - RNA polymerase II, core complex [Evidence IEA];GO_component: GO:0005634 - nucleus [Evidence IEA];GO_function: GO:0003899 - DNA-directed 5'-3' RNA polymerase activity [Evidence IEA];GO_function: GO:0003677 - DNA binding [Evidence IEA];GO_process: GO:0006351 - transcription, DNA-templated [Evidence IEA]						
H9P43_008204	H9P43_008204-T1	mRNA	c_be_22_11	562032	563216	+		hypothetical protein				PF07962	IPR012923 Chromosome segregation in meiosis protein 3;IPR040038 TIPIN/Csm3/Swi3	ENOG5038HVC	D:(D) Cell cycle control, cell division, chromosome partitioning	GO_component: GO:0005634 - nucleus [Evidence IEA];GO_process: GO:0006974 - cellular response to DNA damage stimulus [Evidence IEA];GO_process: GO:0048478 - replication fork protection [Evidence IEA];GO_process: GO:0000076 - DNA replication checkpoint signaling [Evidence IEA]						
H9P43_008205	H9P43_008205-T1	mRNA	c_be_22_11	563530	571423	+		hypothetical protein														
H9P43_008206	H9P43_008206-T1	mRNA	c_be_22_11	571740	572164	+		hypothetical protein				PF08555	IPR013865 Protein FAM32A	ENOG503P6SQ	S:(S) Function unknown							
H9P43_008207	H9P43_008207-T1	mRNA	c_be_22_11	572221	574062	-		hypothetical protein				PF00270	IPR001650 Helicase, C-terminal;IPR011545 DEAD/DEAH box helicase domain;IPR014001 Helicase superfamily 1/2, ATP-binding domain;IPR027417 P-loop containing nucleoside triphosphate hydrolase	ENOG503P391	A:(A) RNA processing and modification	GO_function: GO:0003676 - nucleic acid binding [Evidence IEA];GO_function: GO:0005524 - ATP binding [Evidence IEA]						
H9P43_008208	H9P43_008208-T1	mRNA	c_be_22_11	574292	574664	+		hypothetical protein				PF04419	IPR007513 Uncharacterised protein family SERF, N-terminal	ENOG503P767	S:(S) Function unknown							
H9P43_008209	H9P43_008209-T1	mRNA	c_be_22_11	574920	576479	-		hypothetical protein				PF03109	IPR004147 ABC1 atypical kinase-like domain;IPR011009 Protein kinase-like domain superfamily;IPR034646 ADCK3-like domain	ENOG503NWR2	S:(S) Function unknown							
H9P43_008210	H9P43_008210-T1	mRNA	c_be_22_11	576761	582576	+		hypothetical protein				PF03435;PF05222;PF16653	IPR005097 Saccharopine dehydrogenase, NADP binding domain;IPR007698 Alanine dehydrogenase/pyridine nucleotide transhydrogenase, NAD(H)-binding domain;IPR007886 Alanine dehydrogenase/pyridine nucleotide transhydrogenase, N-terminal;IPR032095 Saccharopine dehydrogenase-like, C-terminal;IPR036291 NAD(P)-binding domain superfamily	ENOG503NY2F	E:(E) Amino acid transport and metabolism	GO_function: GO:0016491 - oxidoreductase activity [Evidence IEA]						
H9P43_008211	H9P43_008211-T1	mRNA	c_be_22_11	583444	584397	+		hypothetical protein														
H9P43_008212	H9P43_008212-T1	mRNA	c_be_22_11	584438	585703	-		hypothetical protein				PF03006	IPR004254 AdipoR/Haemolysin-III-related	ENOG503NVDS	T:(T) Signal transduction mechanisms	GO_component: GO:0016021 - integral component of membrane [Evidence IEA]						
H9P43_008213	H9P43_008213-T1	mRNA	c_be_22_11	586762	589498	-		hypothetical protein														
H9P43_008214	H9P43_008214-T1	mRNA	c_be_22_11	590087	591422	-		hypothetical protein		1.3.8.7		PF00441;PF02770;PF02771;PF08028	IPR006089 Acyl-CoA dehydrogenase, conserved site;IPR006091 Acyl-CoA oxidase/dehydrogenase, middle domain;IPR009075 Acyl-CoA dehydrogenase/oxidase C-terminal;IPR009100 Acyl-CoA dehydrogenase/oxidase, N-terminal and middle domain superfamily;IPR013786 Acyl-CoA dehydrogenase/oxidase, N-terminal;IPR036250 Acyl-CoA dehydrogenase-like, C-terminal;IPR037069 Acyl-CoA dehydrogenase/oxidase, N-terminal domain superfamily;IPR046373 Acyl-CoA oxidase/dehydrogenase, middle domain superfamily	ENOG503NV9H	I:(I) Lipid transport and metabolism	GO_function: GO:0003995 - acyl-CoA dehydrogenase activity [Evidence IEA];GO_function: GO:0050660 - flavin adenine dinucleotide binding [Evidence IEA];GO_function: GO:0016627 - oxidoreductase activity, acting on the CH-CH group of donors [Evidence IEA]						
H9P43_008215	H9P43_008215-T1	mRNA	c_be_22_11	601170	602469	+	tmk1	mitogen activated protein kinase		2.7.11.24		PF00069;PF07714	IPR000719 Protein kinase domain;IPR003527 Mitogen-activated protein (MAP) kinase, conserved site;IPR008271 Serine/threonine-protein kinase, active site;IPR011009 Protein kinase-like domain superfamily;IPR017441 Protein kinase, ATP binding site	ENOG503NUS8	T:(T) Signal transduction mechanisms	GO_function: GO:0004707 - MAP kinase activity [Evidence IEA];GO_function: GO:0005524 - ATP binding [Evidence IEA];GO_function: GO:0004672 - protein kinase activity [Evidence IEA];GO_process: GO:0006468 - protein phosphorylation [Evidence IEA]						
H9P43_008216	H9P43_008216-T1	mRNA	c_be_22_11	602662	604511	-	PHO8	vacuolar alkaline phosphatase		3.1.3.1		PF00245	IPR001952 Alkaline phosphatase;IPR017850 Alkaline-phosphatase-like, core domain superfamily;IPR018299 Alkaline phosphatase, active site	ENOG503NUPA	P:(P) Inorganic ion transport and metabolism	GO_function: GO:0016791 - phosphatase activity [Evidence IEA]						
H9P43_008217	H9P43_008217-T1	mRNA	c_be_22_11	605967	610053	+		hypothetical protein														
H9P43_008218	H9P43_008218-T1	mRNA	c_be_22_11	612551	613660	+		hypothetical protein														
H9P43_008219	H9P43_008219-T1	mRNA	c_be_22_11	614163	616730	-		hypothetical protein					IPR014720 Double-stranded RNA-binding domain									
H9P43_008220	H9P43_008220-T1	mRNA	c_be_22_11	616904	620345	+		hypothetical protein				PF08424	IPR011990 Tetratricopeptide-like helical domain superfamily;IPR013633 siRNA-mediated silencing protein NRDE-2	ENOG503NYEV	J:(J) Translation, ribosomal structure and biogenesis	GO_function: GO:0005515 - protein binding [Evidence IEA]						
H9P43_008221	H9P43_008221-T1	mRNA	c_be_22_11	620495	621013	-		hypothetical protein				PF00615	IPR016137 RGS domain;IPR036305 RGS domain superfamily;IPR044926 RGS, subdomain 2	ENOG503P7CH	S:(S) Function unknown							
H9P43_008222	H9P43_008222-T1	mRNA	c_be_22_11	621806	622585	+		hypothetical protein														
H9P43_008223	H9P43_008223-T1	mRNA	c_be_22_11	622830	624368	+	MNS1	mannosyl-oligosaccharide alpha-1,2-mannosidase				PF13868	IPR026504 Meiosis-specific nuclear structural protein 1;IPR043597 Trichohyalin-plectin-homology domain	ENOG5038FZJ	S:(S) Function unknown							
H9P43_008224	H9P43_008224-T1	mRNA	c_be_22_11	624534	628815	-		hypothetical protein				PF13639	IPR001841 Zinc finger, RING-type;IPR013083 Zinc finger, RING/FYVE/PHD-type;IPR016024 Armadillo-type fold;IPR039795 E3 ubiquitin-protein ligase listerin;IPR039804 Listerin, zinc finger, RING-type	ENOG503NVQV	O:(O) Posttranslational modification, protein turnover, chaperones	GO_component: GO:1990112 - RQC complex [Evidence IEA];GO_function: GO:0061630 - ubiquitin protein ligase activity [Evidence IEA];GO_process: GO:1990116 - ribosome-associated ubiquitin-dependent protein catabolic process [Evidence IEA]						
H9P43_008225	H9P43_008225-T1	mRNA	c_be_22_11	629152	630063	+	NOL12	rRNA binding				PF09805	IPR019186 Nucleolar protein 12	ENOG50KOG4709	S:(S) Function unknown							
H9P43_008226	H9P43_008226-T1	tRNA	c_be_22_11	636051	636122	-		tRNA-Ala														
H9P43_008227	H9P43_008227-T1	tRNA	c_be_22_11	638259	638330	-		tRNA-Ala														
H9P43_008228	H9P43_008228-T1	tRNA	c_be_22_11	642551	642622	-		tRNA-Ala														
H9P43_008229	H9P43_008229-T1	tRNA	c_be_22_11	650839	650910	-		tRNA-Cys														
H9P43_008230	H9P43_008230-T1	tRNA	c_be_22_11	655911	655982	-		tRNA-Cys														
H9P43_008231	H9P43_008231-T1	tRNA	c_be_22_11	656205	656276	-		tRNA-Thr														
H9P43_008232	H9P43_008232-T1	tRNA	c_be_22_11	667458	667529	+		tRNA-Thr														
H9P43_008233	H9P43_008233-T1	tRNA	c_be_22_11	667752	667823	+		tRNA-Cys														
H9P43_008234	H9P43_008234-T1	tRNA	c_be_22_11	672823	672894	+		tRNA-Cys														
H9P43_008235	H9P43_008235-T1	tRNA	c_be_22_11	681112	681183	+		tRNA-Ala														
H9P43_008236	H9P43_008236-T1	tRNA	c_be_22_11	685405	685476	+		tRNA-Ala														
H9P43_008237	H9P43_008237-T1	tRNA	c_be_22_11	687613	687684	+		tRNA-Ala														
H9P43_008238	H9P43_008238-T1	mRNA	c_be_22_11	692966	695407	-		hypothetical protein														
H9P43_008239	H9P43_008239-T1	mRNA	c_be_22_11	696512	699361	+	PHF12	PHD finger protein 12				PF00628	IPR001965 Zinc finger, PHD-type;IPR011011 Zinc finger, FYVE/PHD-type;IPR013083 Zinc finger, RING/FYVE/PHD-type;IPR019786 Zinc finger, PHD-type, conserved site;IPR019787 Zinc finger, PHD-finger	ENOG5038CTP	C:(C) Energy production and conversion							
H9P43_008240	H9P43_008240-T1	mRNA	c_be_22_11	699671	701554	+	PNS1_2	pH nine-sensitive protein 1				PF04515	IPR007603 Choline transporter-like	ENOG503NW86	I:(I) Lipid transport and metabolism	GO_function: GO:0022857 - transmembrane transporter activity [Evidence IEA];GO_process: GO:0055085 - transmembrane transport [Evidence IEA]						
H9P43_008241	H9P43_008241-T1	mRNA	c_be_22_11	701628	702393	-		hypothetical protein				PF11221	IPR021384 Mediator complex, subunit Med21;IPR037212 Mediator complex, subunit Med7/Med21-like			GO_component: GO:0016592 - mediator complex [Evidence IEA]						
H9P43_008242	H9P43_008242-T1	mRNA	c_be_22_11	702627	703701	-	DNAJB6	DnaJ sub B member 6				PF00226	IPR001623 DnaJ domain;IPR018253 DnaJ domain, conserved site;IPR036869 Chaperone J-domain superfamily	ENOG503BBV4	O:(O) Posttranslational modification, protein turnover, chaperones							
H9P43_008243	H9P43_008243-T1	mRNA	c_be_22_11	703941	705643	+	SNIP1	Smad nuclear-interacting protein 1				PF00498	IPR000253 Forkhead-associated (FHA) domain;IPR008984 SMAD/FHA domain superfamily	ENOG503BCT5	T:(T) Signal transduction mechanisms	GO_function: GO:0005515 - protein binding [Evidence IEA]						
H9P43_008244	H9P43_008244-T1	mRNA	c_be_22_11	705716	706891	-		hypothetical protein				PF10159	IPR019315 Multiple myeloma tumor-associated protein 2-like, N-terminal;IPR039207 Multiple myeloma tumor-associated protein 2-like	ENOG503P5E6	S:(S) Function unknown							
H9P43_008245	H9P43_008245-T1	mRNA	c_be_22_11	707143	709909	+		hypothetical protein														
H9P43_008246	H9P43_008246-T1	mRNA	c_be_22_11	709960	710282	-	TOMM7	Mitochondrial import receptor subunit TOM7				PF08038	IPR012621 Mitochondrial import receptor subunit TOM7	ENOG50KOG4449	S:(S) Function unknown	GO_component: GO:0005742 - mitochondrial outer membrane translocase complex [Evidence IEA];GO_process: GO:0030150 - protein import into mitochondrial matrix [Evidence IEA]						
H9P43_008247	H9P43_008247-T1	mRNA	c_be_22_11	710544	711104	+		hypothetical protein														
H9P43_008248	H9P43_008248-T1	mRNA	c_be_22_11	711892	712188	+		hypothetical protein														
H9P43_008249	H9P43_008249-T1	mRNA	c_be_22_11	721672	726926	-		hypothetical protein				PF00097;PF00176;PF13920	IPR000330 SNF2, N-terminal;IPR001841 Zinc finger, RING-type;IPR013083 Zinc finger, RING/FYVE/PHD-type;IPR027417 P-loop containing nucleoside triphosphate hydrolase	ENOG503Q5S9	K:(K) Transcription;L:(L) Replication, recombination and repair	GO_function: GO:0140658 - ATP-dependent chromatin remodeler activity [Evidence IEA];GO_function: GO:0005524 - ATP binding [Evidence IEA]						
H9P43_008250	H9P43_008250-T1	mRNA	c_be_22_11	727178	728262	-		hypothetical protein				PF01063	IPR001544 Aminotransferase class IV;IPR036038 Aminotransferase-like, PLP-dependent enzymes;IPR043132 Branched-chain-amino-acid aminotransferase-like, C-terminal	ENOG503P472	S:(S) Function unknown	GO_function: GO:0003824 - catalytic activity [Evidence IEA]						
H9P43_008251	H9P43_008251-T1	mRNA	c_be_22_11	728651	729156	+	NTF2	Nuclear transport factor 2				PF02136	IPR002075 Nuclear transport factor 2 domain;IPR018222 Nuclear transport factor 2, eukaryote;IPR032710 NTF2-like domain superfamily;IPR045875 Nuclear transport factor 2/Mtr2	ENOG503P3YM	U:(U) Intracellular trafficking, secretion, and vesicular transport	GO_process: GO:0006913 - nucleocytoplasmic transport [Evidence IEA]						
H9P43_008252	H9P43_008252-T1	mRNA	c_be_22_11	729254	730427	-		hypothetical protein				PF03029	IPR004130 GPN-loop GTPase;IPR027417 P-loop containing nucleoside triphosphate hydrolase;IPR030231 GPN-loop GTPase 2	ENOG503NW15	S:(S) Function unknown							
H9P43_008253	H9P43_008253-T1	mRNA	c_be_22_11	731657	737057	+		hypothetical protein				PF00621;PF10433	IPR000219 Dbl homology (DH) domain;IPR015943 WD40/YVTN repeat-like-containing domain superfamily;IPR018846 Cleavage/polyadenylation specificity factor, A subunit, N-terminal;IPR035899 Dbl homology (DH) domain superfamily	ENOG50KOG3522	A:(A) RNA processing and modification;T:(T) Signal transduction mechanisms	GO_function: GO:0005515 - protein binding [Evidence IEA];GO_function: GO:0005085 - guanyl-nucleotide exchange factor activity [Evidence IEA]						
H9P43_008254	H9P43_008254-T1	mRNA	c_be_22_11	737398	738943	+	RPN5	proteasome regulatory particle subunit			EOG092C2UIQ	PF01399;PF18098	IPR000717 Proteasome component (PCI) domain;IPR035297 26S Proteasome non-ATPase regulatory subunit 12;IPR036388 Winged helix-like DNA-binding domain superfamily;IPR036390 Winged helix DNA-binding domain superfamily;IPR040134 26S Proteasome non-ATPase regulatory subunit 12/COP9 signalosome complex subunit 4;IPR040896 26S proteasome regulatory subunit RPN5, C-terminal domain	ENOG503NV7Q	O:(O) Posttranslational modification, protein turnover, chaperones							
H9P43_008255	H9P43_008255-T1	mRNA	c_be_22_11	739227	740264	+		hypothetical protein						ENOG503NWFB	S:(S) Function unknown							
H9P43_008256	H9P43_008256-T1	mRNA	c_be_22_11	744515	745447	-		hypothetical protein					IPR027417 P-loop containing nucleoside triphosphate hydrolase									
H9P43_008257	H9P43_008257-T1	mRNA	c_be_22_11	757737	758765	-		hypothetical protein														
H9P43_008258	H9P43_008258-T1	mRNA	c_be_22_11	758807	760027	-		hypothetical protein														
H9P43_008259	H9P43_008259-T1	mRNA	c_be_22_11	760068	760865	-		hypothetical protein					IPR006758 Poxvirus A32;IPR027417 P-loop containing nucleoside triphosphate hydrolase	ENOG503PIA8	S:(S) Function unknown							
H9P43_008260	H9P43_008260-T1	mRNA	c_be_22_11	760892	762607	-		hypothetical protein														
H9P43_008261	H9P43_008261-T1	mRNA	c_be_22_11	762685	762936	-		hypothetical protein														
H9P43_008262	H9P43_008262-T1	mRNA	c_be_22_11	763174	764900	+		hypothetical protein														
H9P43_008263	H9P43_008263-T1	mRNA	c_be_22_11	766038	767165	-		hypothetical protein														
H9P43_008264	H9P43_008264-T1	mRNA	c_be_22_11	775590	776917	-	IZH1	minc metabolism membrane protein				PF03006	IPR004254 AdipoR/Haemolysin-III-related	ENOG503P0XA	T:(T) Signal transduction mechanisms	GO_component: GO:0016021 - integral component of membrane [Evidence IEA]						
H9P43_008265	H9P43_008265-T1	mRNA	c_be_22_11	777541	780847	+	CDC16	anaphase promoting complex subunit cdc16				PF12895;PF13428	IPR011990 Tetratricopeptide-like helical domain superfamily;IPR019734 Tetratricopeptide repeat	ENOG503BC0I	D:(D) Cell cycle control, cell division, chromosome partitioning;O:(O) Posttranslational modification, protein turnover, chaperones	GO_function: GO:0005515 - protein binding [Evidence IEA]						
H9P43_008266	H9P43_008266-T1	mRNA	c_be_22_11	780891	781927	-	NEK6	Serine/threonine-protein kinase Nek6		2.7.11.1		PF00069;PF07714	IPR000719 Protein kinase domain;IPR008271 Serine/threonine-protein kinase, active site;IPR011009 Protein kinase-like domain superfamily;IPR017441 Protein kinase, ATP binding site	ENOG5038DMS	D:(D) Cell cycle control, cell division, chromosome partitioning	GO_function: GO:0005524 - ATP binding [Evidence IEA];GO_function: GO:0004672 - protein kinase activity [Evidence IEA];GO_process: GO:0006468 - protein phosphorylation [Evidence IEA]						
H9P43_008267	H9P43_008267-T1	mRNA	c_be_22_11	782501	785639	+		hypothetical protein				PF00225;PF14520;PF16796	IPR001752 Kinesin motor domain;IPR003583 Helix-hairpin-helix DNA-binding motif, class 1;IPR010994 RuvA domain 2-like;IPR019821 Kinesin motor domain, conserved site;IPR027417 P-loop containing nucleoside triphosphate hydrolase;IPR036961 Kinesin motor domain superfamily	ENOG503NWYH	Z:(Z) Cytoskeleton	GO_function: GO:0008017 - microtubule binding [Evidence IEA];GO_function: GO:0003777 - microtubule motor activity [Evidence IEA];GO_function: GO:0005524 - ATP binding [Evidence IEA];GO_function: GO:0003677 - DNA binding [Evidence IEA];GO_process: GO:0006281 - DNA repair [Evidence IEA];GO_process: GO:0007018 - microtubule-based movement [Evidence IEA]						
H9P43_008268	H9P43_008268-T1	mRNA	c_be_22_11	785750	788974	-		hypothetical protein				PF00566;PF14976	IPR000195 Rab-GTPase-TBC domain;IPR026768 Protein FAM72;IPR035969 Rab-GTPase-TBC domain superfamily	ENOG503NXKS	U:(U) Intracellular trafficking, secretion, and vesicular transport							
H9P43_008269	H9P43_008269-T1	mRNA	c_be_22_11	789330	792060	+	PWP2	U3 snoRNP protein				PF00400;PF04003	IPR001680 WD40 repeat;IPR007148 Small-subunit processome, Utp12;IPR011047 Quinoprotein alcohol dehydrogenase-like superfamily;IPR015943 WD40/YVTN repeat-like-containing domain superfamily;IPR019775 WD40 repeat, conserved site;IPR020472 G-protein beta WD-40 repeat;IPR027145 Periodic tryptophan protein 2;IPR036322 WD40-repeat-containing domain superfamily	ENOG503NVZP	A:(A) RNA processing and modification	GO_function: GO:0005515 - protein binding [Evidence IEA]						
H9P43_008270	H9P43_008270-T1	mRNA	c_be_22_11	792147	793727	-		hypothetical protein		2.1.1.354		PF00856	IPR001214 SET domain;IPR046341 SET domain superfamily	ENOG50KOG1337	I:(I) Lipid transport and metabolism	GO_function: GO:0005515 - protein binding [Evidence IEA]						
H9P43_008271	H9P43_008271-T1	mRNA	c_be_22_11	796081	797167	+		hypothetical protein				PF12776	IPR024752 Myb/SANT-like domain	ENOG503GYIE	S:(S) Function unknown							
H9P43_008272	H9P43_008272-T1	mRNA	c_be_22_11	802600	803127	+		hypothetical protein				PF05821	IPR008699 NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8	ENOG503P42G	S:(S) Function unknown	GO_component: GO:0005739 - mitochondrion [Evidence IEA]						
H9P43_008273	H9P43_008273-T1	mRNA	c_be_22_11	803243	807023	-		hypothetical protein														
H9P43_008274	H9P43_008274-T1	mRNA	c_be_22_11	808127	810674	+		hypothetical protein				PF00200;PF01421;PF01562;PF13574;PF13582;PF13583;PF13688	IPR001590 Peptidase M12B, ADAM/reprolysin;IPR001762 Disintegrin domain;IPR002870 Peptidase M12B, propeptide;IPR024079 Metallopeptidase, catalytic domain superfamily;IPR036436 Disintegrin domain superfamily	ENOG5038B6W	O:(O) Posttranslational modification, protein turnover, chaperones	GO_function: GO:0004222 - metalloendopeptidase activity [Evidence IEA];GO_function: GO:0008237 - metallopeptidase activity [Evidence IEA];GO_process: GO:0006508 - proteolysis [Evidence IEA]	SignalP(1-30,cutsite=ASA-EP,prob=0.2754)		M12B			
