Seq. Name	Seq. Description	Seq. Length	#Hits	min. eValue	mean Similarity	#GOs	GOs	Enzyme Codes	InterProScan
Be3_21677	heat shock protein hsp70-2	116	1	2.79493E-14	97.0%	2	F:nucleotide binding; P:response to stress	-		
Be3_21678	---NA---	115	0			0	-			
Be3_21679	---NA---	115	0			0	-			
Be3_21680	arp2 3 complex 16 kda subunit	115	5	6.48032E-23	63.2%	2	P:regulation of actin filament polymerization; C:cytoskeleton			
Be3_21681	---NA---	115	0			0	-			
Be3_21682	---NA---	115	0			0	-			
Be3_21683	---NA---	115	0			0	-			
Be3_21684	hypothetical protein SERLA73DRAFT_53461	115	5	2.10848E-20	55.2%	0	-			
Be3_21685	---NA---	115	0			0	-			
Be3_21686	---NA---	115	0			0	-			
Be3_21687	---NA---	115	0			0	-			
Be3_21688	---NA---	115	0			0	-			
Be3_21689	hypothetical protein PHACADRAFT_250840	115	5	1.2336E-32	79.8%	0	-			
Be3_21690	---NA---	115	0			0	-			
Be3_21691	---NA---	115	0			0	-			
Be3_21692	---NA---	115	0			0	-			
Be3_21693	---NA---	115	0			0	-			
Be3_21694	---NA---	115	0			0	-			
Be3_21695	acetate non-utilizing protein	115	5	1.09628E-24	63.0%	1	C:mitochondrion			
Be3_21696	---NA---	115	0			0	-			
Be3_21697	---NA---	115	0			0	-			
Be3_21698	---NA---	115	0			0	-			
Be3_21699	gamma-tubulin complex component 4	115	5	1.82351E-11	51.2%	3	C:spindle pole; P:microtubule cytoskeleton organization; C:microtubule organizing center			
Be3_21700	---NA---	115	0			0	-			
Be3_21701	---NA---	115	0			0	-			
Be3_21702	---NA---	115	0			0	-			
Be3_21703	endosome protein	115	5	1.24994E-16	61.4%	0	-			
Be3_21704	---NA---	115	0			0	-			
Be3_21705	---NA---	115	0			0	-			
Be3_21706	---NA---	115	0			0	-			
Be3_21707	---NA---	115	0			0	-			
Be3_21708	---NA---	115	0			0	-			
Be3_21709	---NA---	115	0			0	-			
Be3_21710	---NA---	115	0			0	-			
Be3_21711	---NA---	115	0			0	-			
Be3_21712	---NA---	115	0			0	-			
Be3_21713	---NA---	115	0			0	-			
Be3_21714	---NA---	115	0			0	-			
Be3_21715	---NA---	115	0			0	-			
Be3_21716	---NA---	114	0			0	-			
Be3_21717	---NA---	114	0			0	-			
Be3_21718	---NA---	114	0			0	-			
Be3_21719	---NA---	114	0			0	-			
Be3_21720	---NA---	114	0			0	-			
Be3_21721	---NA---	114	0			0	-			
Be3_21722	---NA---	114	0			0	-			
Be3_21723	---NA---	114	0			0	-			
Be3_21724	---NA---	114	0			0	-			
Be3_21725	---NA---	114	0			0	-			
Be3_21726	---NA---	114	0			0	-			
Be3_21727	---NA---	114	0			0	-			
Be3_21728	---NA---	114	0			0	-			
Be3_21729	---NA---	114	0			0	-			
Be3_21730	---NA---	114	0			0	-			
Be3_21731	---NA---	114	0			0	-			
Be3_21732	---NA---	114	0			0	-			
Be3_21733		114								
Be3_21734	---NA---	114	0			0	-			
Be3_21735	---NA---	114	0			0	-			
Be3_21736	---NA---	114	0			0	-			
Be3_21737	---NA---	114	0			0	-			
Be3_21738	---NA---	114	0			0	-			
Be3_21739	---NA---	114	0			0	-			
Be3_21740	---NA---	114	0			0	-			
Be3_21741	---NA---	114	0			0	-			
Be3_21742	---NA---	114	0			0	-			
Be3_21743	---NA---	114	0			0	-			
Be3_21744	---NA---	114	0			0	-			
Be3_21745	---NA---	114	0			0	-			
Be3_21746	---NA---	114	0			0	-			
Be3_21747	---NA---	114	0			0	-			
Be3_21748	---NA---	114	0			0	-			
Be3_21749	transmembrane protein	114	5	9.19971E-31	69.0%	1	C:integral to membrane			
Be3_21750	---NA---	114	0			0	-			
Be3_21751	---NA---	114	0			0	-			
Be3_21752	---NA---	114	0			0	-			
Be3_21753	---NA---	114	0			0	-			
Be3_21754	---NA---	114	0			0	-			
Be3_21755	---NA---	114	0			0	-			
Be3_21756	---NA---	114	0			0	-			
Be3_21757	---NA---	114	0			0	-			
Be3_21758	---NA---	114	0			0	-			
Be3_21759	---NA---	113	0			0	-			
Be3_21760	---NA---	113	0			0	-			
Be3_21761	---NA---	113	0			0	-			
Be3_21762	---NA---	113	0			0	-			
Be3_21763	---NA---	113	0			0	-			
Be3_21764	---NA---	113	0			0	-			
Be3_21765	small nuclear ribonucleoprotein e	113	5	1.64559E-14	69.0%	6	F:nucleic acid binding; C:ribonucleoprotein complex; F:RNA binding; P:RNA splicing; P:mRNA processing; C:nucleus			
Be3_21766	---NA---	113	0			0	-			
Be3_21767	---NA---	113	0			0	-			
Be3_21768	---NA---	113	0			0	-			
Be3_21769	---NA---	113	0			0	-			
Be3_21770	YALI0E25652p	113	5	3.31628E-52	87.4%	2	F:transferase activity; P:nucleobase-containing compound metabolic process; P:biosynthetic process; P:secondary metabolic process	(2.7) Transferring phosphorous-containing groups		
Be3_21771	---NA---	113	0			0	-			
Be3_21772	hypothetical protein GUITHDRAFT_137871	113	5	6.20231E-17	64.4%	3	C:membrane; F:transferase activity; F:transferase activity, transferring glycosyl groups			
Be3_21773	hypothetical protein SEPMUDRAFT_151061	113	5	7.33174E-13	65.0%	0	-			
Be3_21774	---NA---	113	0			0	-			
Be3_21775	---NA---	113	0			0	-			
Be3_21776	---NA---	113	0			0	-			
Be3_21777	---NA---	113	0			0	-			
Be3_21778	---NA---	113	0			0	-			
Be3_21779	---NA---	113	0			0	-			
Be3_21780	---NA---	113	0			0	-			
Be3_21781	---NA---	113	0			0	-			
Be3_21782	60s ribosomal protein l31	113	5	5.30143E-29	70.4%	0	-			
Be3_21783	---NA---	113	0			0	-			
Be3_21784	---NA---	113	0			0	-			
Be3_21785	---NA---	113	0			0	-			
Be3_21786	---NA---	113	0			0	-			
Be3_21787	---NA---	113	0			0	-			
Be3_21788	---NA---	113	0			0	-			
Be3_21789	---NA---	113	0			0	-			
Be3_21790	---NA---	113	0			0	-			
Be3_21791	---NA---	113	0			0	-			
Be3_21792	---NA---	113	0			0	-			
Be3_21793	hypothetical protein G210_2459	113	5	4.83281E-38	79.6%	5	P:biosynthetic process; F:transferase activity; F:kinase activity; F:nucleotide binding; F:binding	(2.5) Transferring alkyl or aryl groups, other than methyl groups; (2.7) Transferring phosphorous-containing groups		
Be3_21794	---NA---	113	0			0	-			
Be3_21795	---NA---	113	0			0	-			
Be3_21796	acetyltransferase family protein	113	5	3.93587E-16	56.6%	3	F:transferase activity; P:metabolic process; F:N-acetyltransferase activity			
Be3_21797	---NA---	113	0			0	-			
Be3_21798	---NA---	113	0			0	-			
Be3_21799	---NA---	113	0			0	-			
Be3_21800	---NA---	113	0			0	-			
Be3_21801	---NA---	113	0			0	-			
Be3_21802	---NA---	113	0			0	-			
Be3_21803	---NA---	112	0			0	-			
Be3_21804	---NA---	112	0			0	-			
Be3_21805	---NA---	112	0			0	-			
Be3_21806	---NA---	112	0			0	-			
Be3_21807	---NA---	112	0			0	-			
Be3_21808	---NA---	112	0			0	-			
Be3_21809	---NA---	112	0			0	-			
Be3_21810	transcription cofactor involved in meiotic gene expression swi6p	112	5	1.84013E-38	85.8%	6	F:sequence-specific DNA binding transcription factor activity; F:DNA binding; ; P:regulation of biological process; 	-		
Be3_21811	---NA---	112	0			0	-			
Be3_21812	---NA---	112	0			0	-			
Be3_21813	---NA---	112	0			0	-			
Be3_21814	---NA---	112	0			0	-			
Be3_21815	---NA---	112	0			0	-			
Be3_21816	---NA---	112	0			0	-			
Be3_21817	---NA---	112	0			0	-			
Be3_21818	hypothetical protein CTRG_05073	112	5	4.05227E-35	72.0%	3	P:cell redox homeostasis; F:electron carrier activity; F:protein disulfide oxidoreductase activity			
Be3_21819	translation initiation factor eif1	112	5	1.22711E-37	82.4%	3	P:translation; F:translation factor activity, nucleic acid binding	-		
Be3_21820	---NA---	112	0			0	-			
Be3_21821	metal-dependent hd subdomain	112	5	1.0042E-26	66.4%	3	F:hydrolase activity; P:metabolic process; F:catalytic activity			
Be3_21822	---NA---	112	0			0	-			
Be3_21823	---NA---	112	0			0	-			
Be3_21824	---NA---	112	0			0	-			
Be3_21825	---NA---	112	0			0	-			
Be3_21826	---NA---	112	0			0	-			
Be3_21827	---NA---	112	0			0	-			
Be3_21828	---NA---	112	0			0	-			
Be3_21829	---NA---	112	0			0	-			
Be3_21830	---NA---	112	0			0	-			
Be3_21831	---NA---	112	0			0	-			
Be3_21832	---NA---	112	0			0	-			
Be3_21833	---NA---	112	0			0	-			
Be3_21834	brain protein 44-like	112	5	1.16832E-45	81.6%	0	-			
Be3_21835	---NA---	112	0			0	-			
Be3_21836	---NA---	112	0			0	-			
Be3_21837	---NA---	112	0			0	-			
Be3_21838	---NA---	112	0			0	-			
Be3_21839	---NA---	112	0			0	-			
Be3_21840	---NA---	112	0			0	-			
Be3_21841	---NA---	111	0			0	-			
Be3_21842	---NA---	111	0			0	-			
Be3_21843	---NA---	111	0			0	-			
Be3_21844	---NA---	111	0			0	-			
Be3_21845	---NA---	111	0			0	-			
Be3_21846	---NA---	111	0			0	-			
Be3_21847	---NA---	111	0			0	-			
Be3_21848	acylphosphatase	111	5	4.17277E-17	62.2%	2	F:acylphosphatase activity; F:hydrolase activity			
Be3_21849	---NA---	111	0			0	-			
Be3_21850	---NA---	111	0			0	-			
Be3_21851	---NA---	111	0			0	-			
Be3_21852	---NA---	111	0			0	-			
Be3_21853	nadh dehydrogenase 1 beta subcomplex subunit	111	5	2.65084E-20	66.0%	0	-			
Be3_21854	---NA---	111	0			0	-			
Be3_21855	---NA---	111	0			0	-			
Be3_21856	---NA---	111	0			0	-			
Be3_21857	atp7 subunit d of the stator stalk of mitochondrial f1f0 atp synthase	111	5	1.14945E-23	70.8%	3	F:hydrogen ion transmembrane transporter activity; P:ATP synthesis coupled proton transport; C:mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)			
Be3_21858	---NA---	111	0			0	-			
Be3_21859	---NA---	111	0			0	-			
Be3_21860	---NA---	111	0			0	-			
Be3_21861	---NA---	111	0			0	-			
Be3_21862	---NA---	111	0			0	-			
Be3_21863	---NA---	111	0			0	-			
Be3_21864	---NA---	111	0			0	-			
Be3_21865	---NA---	111	0			0	-			
Be3_21866	---NA---	111	0			0	-			
Be3_21867	---NA---	111	0			0	-			
Be3_21868	---NA---	111	0			0	-			
Be3_21869	---NA---	111	0			0	-			
Be3_21870	---NA---	111	0			0	-			
Be3_21871	mitochondrial 37s ribosomal protein rsm27	111	5	9.64327E-18	61.2%	0	-			
Be3_21872	---NA---	111	0			0	-			
Be3_21873	---NA---	111	0			0	-			
Be3_21874	---NA---	111	0			0	-			
Be3_21875	---NA---	111	0			0	-			
Be3_21876	---NA---	111	0			0	-			
Be3_21877	---NA---	111	0			0	-			
Be3_21878	---NA---	111	0			0	-			
Be3_21879	---NA---	111	0			0	-			
Be3_21880	---NA---	111	0			0	-			
Be3_21881	---NA---	111	0			0	-			
Be3_21882	---NA---	111	0			0	-			
Be3_21883	---NA---	111	0			0	-			
Be3_21884	---NA---	110	0			0	-			
Be3_21885	---NA---	110	0			0	-			
Be3_21886	---NA---	110	0			0	-			
Be3_21887	---NA---	110	0			0	-			
Be3_21888	---NA---	110	0			0	-			
Be3_21889	---NA---	110	0			0	-			
Be3_21890	---NA---	110	0			0	-			
Be3_21891	---NA---	110	0			0	-			
Be3_21892	---NA---	110	0			0	-			
Be3_21893	---NA---	110	0			0	-			
Be3_21894	---NA---	110	0			0	-			
Be3_21895	---NA---	110	0			0	-			
Be3_21896	---NA---	110	0			0	-			
Be3_21897	meiosis-specific transcription factor mei4	110	3	1.9904E-11	64.33%	5	P:regulation of transcription, DNA-dependent; P:transcription, DNA-dependent; F:sequence-specific DNA binding; F:sequence-specific DNA binding transcription factor activity; F:DNA binding			
Be3_21898	---NA---	110	0			0	-			
Be3_21899	---NA---	110	0			0	-			
Be3_21900	---NA---	110	0			0	-			
Be3_21901	---NA---	110	0			0	-			
Be3_21902	---NA---	110	0			0	-			
Be3_21903	---NA---	110	0			0	-			
Be3_21904	---NA---	110	0			0	-			
Be3_21905	---NA---	110	0			0	-			
Be3_21906	---NA---	110	0			0	-			
Be3_21907	---NA---	110	0			0	-			
Be3_21908	---NA---	110	0			0	-			
Be3_21909	---NA---	110	0			0	-			
Be3_21910	---NA---	110	0			0	-			
Be3_21911	---NA---	110	0			0	-			
Be3_21912	---NA---	110	0			0	-			
Be3_21913	---NA---	110	0			0	-			
Be3_21914	---NA---	110	0			0	-			
Be3_21915	---NA---	110	0			0	-			
Be3_21916	---NA---	110	0			0	-			
Be3_21917	---NA---	110	0			0	-			
Be3_21918	---NA---	110	0			0	-			
Be3_21919	---NA---	110	0			0	-			
Be3_21920	---NA---	110	0			0	-			
Be3_21921	e3 ubiquitin-protein ligase rbx1	110	5	3.21257E-62	86.0%	18	C:cytosol; P:response to stress; P:DNA metabolic process; F:binding; C:protein complex; C:intracellular; F:protein binding; P:cellular protein modification process; F:catalytic activity; P:biological_process; P:protein metabolic process; P:catabolic process; P:viral reproduction; C:cytoplasm; C:nucleus	(6.3) Forming carbon-nitrogen bonds		
Be3_21922	---NA---	110	0			0	-			
Be3_21923	---NA---	110	0			0	-			
Be3_21924	---NA---	110	0			0	-			
Be3_21925	---NA---	110	0			0	-			
Be3_21926	---NA---	110	0			0	-			
Be3_21927	---NA---	110	0			0	-			
Be3_21928	---NA---	110	0			0	-			
Be3_21929	---NA---	110	0			0	-			
Be3_21930	---NA---	110	0			0	-			
Be3_21931	---NA---	110	0			0	-			
Be3_21932	---NA---	110	0			0	-			
Be3_21933	---NA---	110	0			0	-			
Be3_21934	---NA---	110	0			0	-			
Be3_21935	---NA---	110	0			0	-			
Be3_21936	---NA---	110	0			0	-			
Be3_21937	60s ribosomal protein l30	110	5	1.69725E-54	88.0%	5	C:ribosome; C:cytosol; F:structural molecule activity; P:translation	-		
Be3_21938	---NA---	110	0			0	-			
Be3_21939	---NA---	110	0			0	-			
Be3_21940	---NA---	110	0			0	-			
Be3_21941	---NA---	110	0			0	-			
Be3_21942	---NA---	109	0			0	-			
Be3_21943	---NA---	109	0			0	-			
Be3_21944	---NA---	109	0			0	-			
Be3_21945	---NA---	109	0			0	-			
Be3_21946	---NA---	109	0			0	-			
Be3_21947	---NA---	109	0			0	-			
Be3_21948	---NA---	109	0			0	-			
Be3_21949	---NA---	109	0			0	-			
Be3_21950	---NA---	109	0			0	-			
Be3_21951	---NA---	109	0			0	-			
Be3_21952	---NA---	109	0			0	-			
Be3_21953	---NA---	109	0			0	-			
Be3_21954	---NA---	109	0			0	-			
Be3_21955	---NA---	109	0			0	-			
Be3_21956	---NA---	109	0			0	-			
Be3_21957	---NA---	109	0			0	-			
Be3_21958	---NA---	109	0			0	-			
Be3_21959	---NA---	109	0			0	-			
Be3_21960	---NA---	109	0			0	-			
Be3_21961	---NA---	109	0			0	-			
Be3_21962	---NA---	109	0			0	-			
Be3_21963	---NA---	109	0			0	-			
Be3_21964	cyclin-dependent kinase regulatory subunit cks1	109	5	2.36677E-38	76.4%	5	F:kinase activity; P:cell cycle; P:metabolic process; F:enzyme regulator activity	-		
Be3_21965	---NA---	109	0			0	-			
Be3_21966	---NA---	109	0			0	-			
Be3_21967	---NA---	109	0			0	-			
Be3_21968	---NA---	109	0			0	-			
Be3_21969	---NA---	109	0			0	-			
Be3_21970	dynein light chain roadblock-type	109	5	7.87343E-50	87.6%	0	-			
Be3_21971	---NA---	109	0			0	-			
Be3_21972	---NA---	109	0			0	-			
Be3_21973	---NA---	109	0			0	-			
Be3_21974	---NA---	109	0			0	-			
Be3_21975	---NA---	109	0			0	-			
Be3_21976	dna-directed rna polymerase iii subunit rpc10	109	5	8.78545E-47	75.8%	2	F:binding; F:nucleic acid binding	-		
Be3_21977	---NA---	109	0			0	-			
Be3_21978	---NA---	109	0			0	-			
Be3_21979	---NA---	109	0			0	-			
Be3_21980	---NA---	109	0			0	-			
Be3_21981	---NA---	109	0			0	-			
Be3_21982	---NA---	109	0			0	-			
Be3_21983	---NA---	108	0			0	-			
Be3_21984	---NA---	108	0			0	-			
Be3_21985	---NA---	108	0			0	-			
Be3_21986	---NA---	108	0			0	-			
Be3_21987	---NA---	108	0			0	-			
Be3_21988	ribosomal protein l35ae	108	5	2.52039E-46	82.0%	4	C:ribosome; F:structural molecule activity; P:translation	-		
Be3_21989	---NA---	108	0			0	-			
Be3_21990	arf gtpase activator	108	1	1.57148E-11	78.0%	3	F:ARF GTPase activator activity; P:regulation of ARF GTPase activity; F:zinc ion binding			
Be3_21991	---NA---	108	0			0	-			
Be3_21992	---NA---	108	0			0	-			
Be3_21993	---NA---	108	0			0	-			
Be3_21994	---NA---	108	0			0	-			
Be3_21995	---NA---	108	0			0	-			
Be3_21996	---NA---	108	0			0	-			
Be3_21997	uncharacterized conserved protein	108	5	8.10432E-30	83.8%	0	-			
Be3_21998	---NA---	108	0			0	-			
Be3_21999	---NA---	108	0			0	-			
Be3_22000	---NA---	108	0			0	-			
Be3_22001	---NA---	108	0			0	-			
Be3_22002	---NA---	108	0			0	-			
Be3_22003	duf498-domain-containing protein	108	5	6.641E-15	66.2%	0	-			
Be3_22004	---NA---	108	0			0	-			
Be3_22005	ribosomal protein 32	108	5	2.29786E-17	63.2%	0	-			
Be3_22006	---NA---	108	0			0	-			
Be3_22007	---NA---	108	0			0	-			
Be3_22008	---NA---	108	0			0	-			
Be3_22009	---NA---	108	0			0	-			
Be3_22010	---NA---	108	0			0	-			
Be3_22011	---NA---	108	0			0	-			
Be3_22012	---NA---	108	0			0	-			
Be3_22013	transcription initiation protein spt4	108	5	1.34724E-28	66.0%	0	-			
Be3_22014	---NA---	108	0			0	-			
Be3_22015	---NA---	108	0			0	-			
Be3_22016	---NA---	108	0			0	-			
Be3_22017	---NA---	108	0			0	-			
Be3_22018	---NA---	108	0			0	-			
Be3_22019	---NA---	108	0			0	-			
Be3_22020	---NA---	107	0			0	-			
Be3_22021	---NA---	107	0			0	-			
Be3_22022	---NA---	107	0			0	-			
Be3_22023	---NA---	107	0			0	-			
Be3_22024	40s ribosomal protein s26	107	5	3.92234E-45	78.4%	1	C:intracellular	-		
Be3_22025	---NA---	107	0			0	-			
Be3_22026	---NA---	107	0			0	-			
Be3_22027	---NA---	107	0			0	-			
Be3_22028	---NA---	107	0			0	-			
Be3_22029	40s ribosomal protein expressed	107	5	1.11448E-25	86.6%	1	C:ribosome	-		
Be3_22030	---NA---	107	0			0	-			
Be3_22031	60s ribosomal protein l35	107	5	2.40268E-20	72.6%	4	F:structural constituent of ribosome; P:translation; C:ribosome; C:intracellular			
Be3_22032	---NA---	107	0			0	-			
Be3_22033	---NA---	107	0			0	-			
Be3_22034	---NA---	107	0			0	-			
Be3_22035	integral membrane sensor hybrid histidine kinase	107	5	6.27028E-13	60.4%	2	P:biological_process; F:transferase activity	-		
Be3_22036	---NA---	107	0			0	-			
Be3_22037	---NA---	107	0			0	-			
Be3_22038	---NA---	107	0			0	-			
Be3_22039	---NA---	107	0			0	-			
Be3_22040	---NA---	107	0			0	-			
Be3_22041	---NA---	107	0			0	-			
Be3_22042	39s ribosomal protein l41- mitochondrial-like	107	5	1.75941E-14	63.8%	0	-			
Be3_22043	---NA---	107	0			0	-			
Be3_22044	---NA---	107	0			0	-			
Be3_22045	---NA---	107	0			0	-			
Be3_22046	---NA---	107	0			0	-			
Be3_22047	---NA---	107	0			0	-			
Be3_22048	---NA---	107	0			0	-			
Be3_22049	---NA---	107	0			0	-			
Be3_22050	---NA---	107	0			0	-			
Be3_22051	---NA---	107	0			0	-			
Be3_22052	---NA---	107	0			0	-			
Be3_22053	---NA---	106	0			0	-			
Be3_22054	hypothetical protein BATDEDRAFT_28391	106	1	3.25957E-51	91.0%	0	-			
Be3_22055	---NA---	106	0			0	-			
Be3_22056	---NA---	106	0			0	-			
Be3_22057	---NA---	106	0			0	-			
Be3_22058	---NA---	106	0			0	-			
Be3_22059	---NA---	106	0			0	-			
Be3_22060	---NA---	106	0			0	-			
Be3_22061	---NA---	106	0			0	-			
Be3_22062	---NA---	106	0			0	-			
Be3_22063	---NA---	106	0			0	-			
Be3_22064	---NA---	106	0			0	-			
Be3_22065	---NA---	106	0			0	-			
Be3_22066	transmembrane protein	106	5	1.38498E-24	67.4%	1	C:membrane			
Be3_22067	---NA---	106	0			0	-			
Be3_22068	---NA---	106	0			0	-			
Be3_22069	---NA---	106	0			0	-			
Be3_22070	---NA---	106	0			0	-			
Be3_22071	---NA---	106	0			0	-			
Be3_22072	---NA---	106	0			0	-			
Be3_22073	---NA---	106	0			0	-			
Be3_22074	---NA---	106	0			0	-			
Be3_22075	---NA---	106	0			0	-			
Be3_22076	eb1 protein	106	5	4.84631E-36	76.4%	1	F:microtubule binding			
Be3_22077	---NA---	106	0			0	-			
Be3_22078	---NA---	106	0			0	-			
Be3_22079	---NA---	106	0			0	-			
Be3_22080	---NA---	106	0			0	-			
Be3_22081	---NA---	106	0			0	-			
Be3_22082	---NA---	106	0			0	-			
Be3_22083	hypothetical protein RO3G_03705	106	5	6.76685E-36	71.6%	0	-			
Be3_22084	---NA---	106	0			0	-			
Be3_22085	---NA---	106	0			0	-			
Be3_22086	---NA---	106	0			0	-			
Be3_22087	---NA---	106	0			0	-			
Be3_22088	---NA---	106	0			0	-			
Be3_22089	---NA---	106	0			0	-			
Be3_22090	---NA---	106	0			0	-			
Be3_22091	---NA---	106	0			0	-			
Be3_22092	---NA---	106	0			0	-			
Be3_22093	---NA---	106	0			0	-			
Be3_22094	---NA---	106	0			0	-			
Be3_22095	---NA---	106	0			0	-			
Be3_22096	---NA---	106	0			0	-			
Be3_22097	---NA---	106	0			0	-			
Be3_22098	---NA---	106	0			0	-			
Be3_22099	---NA---	106	0			0	-			
Be3_22100	---NA---	106	0			0	-			
Be3_22101	---NA---	106	0			0	-			
Be3_22102	---NA---	106	0			0	-			
Be3_22103	---NA---	106	0			0	-			
Be3_22104	---NA---	106	0			0	-			
Be3_22105	---NA---	105	0			0	-			
Be3_22106	---NA---	105	0			0	-			
Be3_22107	---NA---	105	0			0	-			
Be3_22108	---NA---	105	0			0	-			
Be3_22109	---NA---	105	0			0	-			
Be3_22110	cytosolic thioredoxin trx1	105	5	1.00701E-37	75.0%	8	P:cellular protein modification process; F:antioxidant activity; F:protein binding; P:response to stress; C:nucleus; C:cytosol; F:catalytic activity	-		
Be3_22111	---NA---	105	0			0	-			
Be3_22112	---NA---	105	0			0	-			
Be3_22113	---NA---	105	0			0	-			
Be3_22114	---NA---	105	0			0	-			
Be3_22115	---NA---	105	0			0	-			
Be3_22116	---NA---	105	0			0	-			
Be3_22117	---NA---	105	0			0	-			
Be3_22118	---NA---	105	0			0	-			
Be3_22119	---NA---	105	0			0	-			
Be3_22120	---NA---	105	0			0	-			
Be3_22121	---NA---	105	0			0	-			
Be3_22122	---NA---	105	0			0	-			
Be3_22123	---NA---	105	0			0	-			
Be3_22124	---NA---	105	0			0	-			
Be3_22125	---NA---	105	0			0	-			
Be3_22126	---NA---	105	0			0	-			
Be3_22127	---NA---	105	0			0	-			
Be3_22128	---NA---	105	0			0	-			
Be3_22129	---NA---	105	0			0	-			
Be3_22130	---NA---	105	0			0	-			
Be3_22131	---NA---	105	0			0	-			
Be3_22132	---NA---	105	0			0	-			
Be3_22133	---NA---	105	0			0	-			
Be3_22134	---NA---	105	0			0	-			
Be3_22135	---NA---	105	0			0	-			
Be3_22136	---NA---	105	0			0	-			
Be3_22137	---NA---	105	0			0	-			
Be3_22138	---NA---	105	0			0	-			
Be3_22139	---NA---	105	0			0	-			
Be3_22140	---NA---	105	0			0	-			
Be3_22141	---NA---	105	0			0	-			
Be3_22142	---NA---	105	0			0	-			
Be3_22143	---NA---	105	0			0	-			
Be3_22144	---NA---	105	0			0	-			
Be3_22145	---NA---	104	0			0	-			
Be3_22146	---NA---	104	0			0	-			
Be3_22147	---NA---	104	0			0	-			
Be3_22148	---NA---	104	0			0	-			
Be3_22149	---NA---	104	0			0	-			
Be3_22150	---NA---	104	0			0	-			
Be3_22151	---NA---	104	0			0	-			
Be3_22152	---NA---	104	0			0	-			
Be3_22153	---NA---	104	0			0	-			
Be3_22154	---NA---	104	0			0	-			
Be3_22155	---NA---	104	0			0	-			
Be3_22156	---NA---	104	0			0	-			
Be3_22157	---NA---	104	0			0	-			
Be3_22158	---NA---	104	0			0	-			
Be3_22159	---NA---	104	0			0	-			
Be3_22160	---NA---	104	0			0	-			
Be3_22161	---NA---	104	0			0	-			
Be3_22162	---NA---	104	0			0	-			
Be3_22163	hypothetical protein BATDEDRAFT_7508, partial	104	2	5.29574E-16	75.0%	0	-			
Be3_22164	---NA---	104	0			0	-			
Be3_22165	---NA---	104	0			0	-			
Be3_22166	---NA---	104	0			0	-			
Be3_22167	---NA---	104	0			0	-			
Be3_22168	---NA---	104	0			0	-			
Be3_22169	---NA---	104	0			0	-			
Be3_22170	translation elongation factor 2 ribosome biogenesis protein ria1 and related proteins	104	5	4.24314E-44	88.0%	6	F:translation factor activity, nucleic acid binding; P:translation; P:nucleobase-containing compound metabolic process; P:catabolic process; F:hydrolase activity; F:nucleotide binding	-		
Be3_22171	---NA---	104	0			0	-			
Be3_22172	---NA---	104	0			0	-			
Be3_22173	---NA---	104	0			0	-			
Be3_22174	---NA---	104	0			0	-			
Be3_22175	---NA---	104	0			0	-			
Be3_22176	---NA---	104	0			0	-			
Be3_22177	---NA---	104	0			0	-			
Be3_22178	---NA---	104	0			0	-			
Be3_22179	---NA---	104	0			0	-			
Be3_22180	---NA---	104	0			0	-			
Be3_22181	---NA---	104	0			0	-			
Be3_22182	---NA---	104	0			0	-			
Be3_22183	---NA---	104	0			0	-			
Be3_22184	---NA---	104	0			0	-			
Be3_22185	---NA---	104	0			0	-			
Be3_22186	---NA---	104	0			0	-			
Be3_22187	---NA---	104	0			0	-			
Be3_22188	---NA---	104	0			0	-			
Be3_22189	small nuclear ribonucleoprotein f	104	5	2.40047E-31	80.6%	4	F:nucleic acid binding; C:intracellular; P:nucleobase-containing compound metabolic process; C:nucleus	-		
Be3_22190	---NA---	104	0			0	-			
Be3_22191	---NA---	103	0			0	-			
Be3_22192	---NA---	103	0			0	-			
Be3_22193	---NA---	103	0			0	-			
Be3_22194	---NA---	103	0			0	-			
Be3_22195	phd finger-like domain-containing protein 5a-like isoform 2	103	5	1.40308E-56	88.0%	11	C:nucleus; C:nucleolus; C:nucleoplasm; F:DNA binding; F:sequence-specific DNA binding transcription factor activity; P:nucleobase-containing compound metabolic process; ; P:regulation of biological process	-		
Be3_22196	---NA---	103	0			0	-			
Be3_22197	---NA---	103	0			0	-			
Be3_22198	related to cox19-cytochrome c oxidase assembly protein	103	5	1.0262E-24	59.0%	3	C:mitochondrion; C:cytoplasm; C:mitochondrial intermembrane space			
Be3_22199	---NA---	103	0			0	-			
Be3_22200	---NA---	103	0			0	-			
Be3_22201	---NA---	103	0			0	-			
Be3_22202	---NA---	103	0			0	-			
Be3_22203	---NA---	103	0			0	-			
Be3_22204	---NA---	103	0			0	-			
Be3_22205	---NA---	103	0			0	-			
Be3_22206	---NA---	103	0			0	-			
Be3_22207	---NA---	103	0			0	-			
Be3_22208	---NA---	103	0			0	-			
Be3_22209	---NA---	103	0			0	-			
Be3_22210	---NA---	103	0			0	-			
Be3_22211	---NA---	103	0			0	-			
Be3_22212	---NA---	103	0			0	-			
Be3_22213	---NA---	103	0			0	-			
Be3_22214	---NA---	103	0			0	-			
Be3_22215	---NA---	103	0			0	-			
Be3_22216	---NA---	103	0			0	-			
Be3_22217	---NA---	103	0			0	-			
Be3_22218	---NA---	103	0			0	-			
Be3_22219	---NA---	103	0			0	-			
Be3_22220	---NA---	103	0			0	-			
Be3_22221	---NA---	103	0			0	-			
