SeqName	Hit-Desc	GO-Group	GO-ID	Term
Be3_19122	probable signal peptidase (endopeptidase sp18)	C	GO:0005623	cell
Be3_19122	probable signal peptidase (endopeptidase sp18)	P	GO:0019538	protein metabolic process
Be3_19122	probable signal peptidase (endopeptidase sp18)	P	GO:0009056	catabolic process
Be3_19122	probable signal peptidase (endopeptidase sp18)	F	GO:0008233	peptidase activity
Be3_19150	ribosomal protein l29	C	GO:0005622	intracellular
Be3_19164	dna-directed rna polymerases and iii subunit rpabc2- partial	F	GO:0016740	transferase activity
Be3_19164	dna-directed rna polymerases and iii subunit rpabc2- partial	N	GO:0006350	
Be3_19164	dna-directed rna polymerases and iii subunit rpabc2- partial	C	GO:0005622	intracellular
Be3_19164	dna-directed rna polymerases and iii subunit rpabc2- partial	C	GO:0043234	protein complex
Be3_19164	dna-directed rna polymerases and iii subunit rpabc2- partial	F	GO:0003677	DNA binding
Be3_19166	cystathionine beta-lyase	F	GO:0003824	catalytic activity
Be3_19183	glutathione peroxidase	F	GO:0003824	catalytic activity
Be3_19185	cyp5_rhio9 ame: full=peptidyl-prolyl cis-trans isomerase cyp5 short=ppiase cyp5 ame: full=cyclophilin cyp5 ame: full=rotamase cyp5	P	GO:0019538	protein metabolic process
Be3_19185	cyp5_rhio9 ame: full=peptidyl-prolyl cis-trans isomerase cyp5 short=ppiase cyp5 ame: full=cyclophilin cyp5 ame: full=rotamase cyp5	P	GO:0006464	cellular protein modification process
Be3_19185	cyp5_rhio9 ame: full=peptidyl-prolyl cis-trans isomerase cyp5 short=ppiase cyp5 ame: full=cyclophilin cyp5 ame: full=rotamase cyp5	F	GO:0003824	catalytic activity
Be3_19199	palp-domain-containing protein	F	GO:0005488	binding
Be3_19199	palp-domain-containing protein	F	GO:0003824	catalytic activity
Be3_19199	palp-domain-containing protein	P	GO:0009058	biosynthetic process
Be3_19199	palp-domain-containing protein	N	GO:0006519	
Be3_19199	palp-domain-containing protein	F	GO:0016740	transferase activity
Be3_19211	hypothetical protein RO3G_08744	F	GO:0005488	binding
Be3_19218	6-phosphofructo-2-kinase 1	P	GO:0005975	carbohydrate metabolic process
Be3_19218	6-phosphofructo-2-kinase 1	F	GO:0016301	kinase activity
Be3_19221	peptidyl-prolyl cis-trans isomerase nima-interacting 4-like	P	GO:0019538	protein metabolic process
Be3_19221	peptidyl-prolyl cis-trans isomerase nima-interacting 4-like	P	GO:0006464	cellular protein modification process
Be3_19221	peptidyl-prolyl cis-trans isomerase nima-interacting 4-like	F	GO:0003824	catalytic activity
Be3_19236	threonine biosynthetic	P	GO:0009058	biosynthetic process
Be3_19236	threonine biosynthetic	N	GO:0006519	
Be3_19236	threonine biosynthetic	F	GO:0003824	catalytic activity
Be3_19258	cox13p	P	GO:0006091	generation of precursor metabolites and energy
Be3_19258	cox13p	C	GO:0043234	protein complex
Be3_19258	cox13p	C	GO:0005739	mitochondrion
Be3_19258	cox13p	F	GO:0030234	enzyme regulator activity
Be3_19258	cox13p	P	GO:0008150	biological_process
Be3_19258	cox13p	F	GO:0003824	catalytic activity
Be3_19258	cox13p	F	GO:0005215	transporter activity
Be3_19274	mrp-l47-domain-containing protein	C	GO:0005840	ribosome
Be3_19274	mrp-l47-domain-containing protein	P	GO:0008152	metabolic process
Be3_19293	peptidylprolyl isomerase -like 3	P	GO:0019538	protein metabolic process
Be3_19293	peptidylprolyl isomerase -like 3	F	GO:0005515	protein binding
Be3_19293	peptidylprolyl isomerase -like 3	P	GO:0006464	cellular protein modification process
Be3_19293	peptidylprolyl isomerase -like 3	P	GO:0006139	nucleobase-containing compound metabolic process
Be3_19293	peptidylprolyl isomerase -like 3	F	GO:0003824	catalytic activity
Be3_19293	peptidylprolyl isomerase -like 3	C	GO:0005634	nucleus
Be3_19308	protein rnp-4	P	GO:0000003	reproduction
Be3_19308	protein rnp-4	P	GO:0007275	multicellular organismal development
Be3_19308	protein rnp-4	P	GO:0040007	growth
Be3_19308	protein rnp-4	F	GO:0005515	protein binding
Be3_19308	protein rnp-4	P	GO:0008150	biological_process
Be3_19308	protein rnp-4	P	GO:0006810	transport
Be3_19308	protein rnp-4	P	GO:0016043	cellular component organization
Be3_19308	protein rnp-4	P	GO:0009653	anatomical structure morphogenesis
Be3_19308	protein rnp-4	P	GO:0009790	embryo development
Be3_19332	cytochrome c oxidase subunit iv	C	GO:0005739	mitochondrion
Be3_19352	probable ubiquitin-conjugating enzyme e2-23 kda	F	GO:0000166	nucleotide binding
Be3_19352	probable ubiquitin-conjugating enzyme e2-23 kda	F	GO:0003824	catalytic activity
Be3_19352	probable ubiquitin-conjugating enzyme e2-23 kda	P	GO:0006464	cellular protein modification process
Be3_19365	tata binding protein-associated phosphoprotein	C	GO:0005622	intracellular
Be3_19365	tata binding protein-associated phosphoprotein	F	GO:0003677	DNA binding
Be3_19371	cytosolic class i small heat shock protein partial	P	GO:0006950	response to stress
Be3_19376	atrial natriuretic peptide receptor 2-like	F	GO:0016740	transferase activity
Be3_19376	atrial natriuretic peptide receptor 2-like	F	GO:0003824	catalytic activity
Be3_19376	atrial natriuretic peptide receptor 2-like	F	GO:0005488	binding
Be3_19376	atrial natriuretic peptide receptor 2-like	F	GO:0005515	protein binding
Be3_19376	atrial natriuretic peptide receptor 2-like	C	GO:0005623	cell
Be3_19376	atrial natriuretic peptide receptor 2-like	F	GO:0000166	nucleotide binding
Be3_19376	atrial natriuretic peptide receptor 2-like	F	GO:0004872	receptor activity
Be3_19376	atrial natriuretic peptide receptor 2-like	P	GO:0007165	signal transduction
Be3_19376	atrial natriuretic peptide receptor 2-like	P	GO:0007275	multicellular organismal development
Be3_19376	atrial natriuretic peptide receptor 2-like	C	GO:0005886	plasma membrane
Be3_19376	atrial natriuretic peptide receptor 2-like	P	GO:0006139	nucleobase-containing compound metabolic process
Be3_19376	atrial natriuretic peptide receptor 2-like	P	GO:0009058	biosynthetic process
Be3_19390	40s ribosomal protein s13	C	GO:0005730	nucleolus
Be3_19390	40s ribosomal protein s13	F	GO:0005198	structural molecule activity
Be3_19390	40s ribosomal protein s13	C	GO:0005618	cell wall
Be3_19390	40s ribosomal protein s13	C	GO:0005840	ribosome
Be3_19390	40s ribosomal protein s13	C	GO:0005829	cytosol
Be3_19390	40s ribosomal protein s13	C	GO:0009536	plastid
Be3_19390	40s ribosomal protein s13	P	GO:0006412	translation
Be3_19393	ubiquitin-conjugating enzyme9	F	GO:0000166	nucleotide binding
Be3_19393	ubiquitin-conjugating enzyme9	F	GO:0003824	catalytic activity
Be3_19394	30s ribosomal protein s4	F	GO:0003723	RNA binding
Be3_19395	hypothetical protein PGUG_01424	P	GO:0006629	lipid metabolic process
Be3_19395	hypothetical protein PGUG_01424	F	GO:0005488	binding
Be3_19395	hypothetical protein PGUG_01424	C	GO:0005623	cell
Be3_19405	3-hydroxyanthranilate -dioxygenase	C	GO:0005737	cytoplasm
Be3_19405	3-hydroxyanthranilate -dioxygenase	F	GO:0003824	catalytic activity
Be3_19405	3-hydroxyanthranilate -dioxygenase	P	GO:0006139	nucleobase-containing compound metabolic process
Be3_19405	3-hydroxyanthranilate -dioxygenase	P	GO:0009058	biosynthetic process
Be3_19405	3-hydroxyanthranilate -dioxygenase	F	GO:0005488	binding
Be3_19405	3-hydroxyanthranilate -dioxygenase	P	GO:0008152	metabolic process
Be3_19408	cytosolic 80s ribosomal protein l39 cytosolic 60s large ribosomal protein l39	C	GO:0005840	ribosome
Be3_19408	cytosolic 80s ribosomal protein l39 cytosolic 60s large ribosomal protein l39	F	GO:0005198	structural molecule activity
Be3_19408	cytosolic 80s ribosomal protein l39 cytosolic 60s large ribosomal protein l39	P	GO:0006412	translation
Be3_19419	g3p_rhimi ame: full=glyceraldehyde-3-phosphate dehydrogenase short=gapdh	C	GO:0005737	cytoplasm
Be3_19419	g3p_rhimi ame: full=glyceraldehyde-3-phosphate dehydrogenase short=gapdh	F	GO:0000166	nucleotide binding
Be3_19419	g3p_rhimi ame: full=glyceraldehyde-3-phosphate dehydrogenase short=gapdh	P	GO:0006091	generation of precursor metabolites and energy
Be3_19419	g3p_rhimi ame: full=glyceraldehyde-3-phosphate dehydrogenase short=gapdh	P	GO:0005975	carbohydrate metabolic process
Be3_19419	g3p_rhimi ame: full=glyceraldehyde-3-phosphate dehydrogenase short=gapdh	P	GO:0009056	catabolic process
Be3_19419	g3p_rhimi ame: full=glyceraldehyde-3-phosphate dehydrogenase short=gapdh	F	GO:0003824	catalytic activity
Be3_19419	g3p_rhimi ame: full=glyceraldehyde-3-phosphate dehydrogenase short=gapdh	P	GO:0008152	metabolic process
Be3_19468	hyr1p	F	GO:0003824	catalytic activity
Be3_19468	hyr1p	F	GO:0016209	antioxidant activity
Be3_19468	hyr1p	C	GO:0005622	intracellular
Be3_19468	hyr1p	P	GO:0006950	response to stress
Be3_19468	hyr1p	F	GO:0005515	protein binding
Be3_19473	dna-directed rna polymerase ii subunit 9	F	GO:0005488	binding
Be3_19473	dna-directed rna polymerase ii subunit 9	F	GO:0016740	transferase activity
Be3_19478	probable ubiquitin-conjugating enzyme e2-23 kda	F	GO:0000166	nucleotide binding
Be3_19478	probable ubiquitin-conjugating enzyme e2-23 kda	F	GO:0003824	catalytic activity
Be3_19478	probable ubiquitin-conjugating enzyme e2-23 kda	P	GO:0006464	cellular protein modification process
Be3_19511	fkbp-type peptidylprolyl isomerase	P	GO:0019538	protein metabolic process
Be3_19511	fkbp-type peptidylprolyl isomerase	P	GO:0006464	cellular protein modification process
Be3_19511	fkbp-type peptidylprolyl isomerase	F	GO:0003824	catalytic activity
Be3_19517	intraflagellar transport protein 20 homolog isoform 1	C	GO:0043226	organelle
Be3_19517	intraflagellar transport protein 20 homolog isoform 1	C	GO:0005622	intracellular
Be3_19521	ubiquitin protease cofactor glp1	C	GO:0005829	cytosol
Be3_19521	ubiquitin protease cofactor glp1	F	GO:0003676	nucleic acid binding
Be3_19521	ubiquitin protease cofactor glp1	F	GO:0005515	protein binding
Be3_19521	ubiquitin protease cofactor glp1	P	GO:0006810	transport
Be3_19547	60s ribosomal protein l12	C	GO:0005730	nucleolus
Be3_19547	60s ribosomal protein l12	C	GO:0005840	ribosome
Be3_19547	60s ribosomal protein l12	F	GO:0005198	structural molecule activity
Be3_19547	60s ribosomal protein l12	F	GO:0003723	RNA binding
Be3_19547	60s ribosomal protein l12	P	GO:0006412	translation
Be3_19547	60s ribosomal protein l12	C	GO:0005829	cytosol
Be3_19556	glucosamine 6-phosphate	F	GO:0016740	transferase activity
Be3_19567	superoxide dismutase	P	GO:0008152	metabolic process
Be3_19567	superoxide dismutase	F	GO:0003824	catalytic activity
Be3_19570	calcium calmodulin-dependent protein phosphatase	F	GO:0005509	calcium ion binding
Be3_19606	gar1p	F	GO:0003824	catalytic activity
Be3_19606	gar1p	F	GO:0003723	RNA binding
Be3_19606	gar1p	C	GO:0005730	nucleolus
Be3_19636	mgc81583 protein	F	GO:0005509	calcium ion binding
Be3_19641	rpab2_yeast ame: full=dna-directed rna polymerases and iii subunit rpabc2 short=rna polymerases and iii subunit abc2 ame: full=abc23 ame: full=dna-directed rna polymerases and iii 23 kda polypeptide	C	GO:0005654	nucleoplasm
Be3_19641	rpab2_yeast ame: full=dna-directed rna polymerases and iii subunit rpabc2 short=rna polymerases and iii subunit abc2 ame: full=abc23 ame: full=dna-directed rna polymerases and iii 23 kda polypeptide	C	GO:0043234	protein complex
Be3_19641	rpab2_yeast ame: full=dna-directed rna polymerases and iii subunit rpabc2 short=rna polymerases and iii subunit abc2 ame: full=abc23 ame: full=dna-directed rna polymerases and iii 23 kda polypeptide	F	GO:0016740	transferase activity
Be3_19641	rpab2_yeast ame: full=dna-directed rna polymerases and iii subunit rpabc2 short=rna polymerases and iii subunit abc2 ame: full=abc23 ame: full=dna-directed rna polymerases and iii 23 kda polypeptide	N	GO:0006350	
Be3_19641	rpab2_yeast ame: full=dna-directed rna polymerases and iii subunit rpabc2 short=rna polymerases and iii subunit abc2 ame: full=abc23 ame: full=dna-directed rna polymerases and iii 23 kda polypeptide	F	GO:0003677	DNA binding
Be3_19641	rpab2_yeast ame: full=dna-directed rna polymerases and iii subunit rpabc2 short=rna polymerases and iii subunit abc2 ame: full=abc23 ame: full=dna-directed rna polymerases and iii 23 kda polypeptide	C	GO:0005730	nucleolus
Be3_19641	rpab2_yeast ame: full=dna-directed rna polymerases and iii subunit rpabc2 short=rna polymerases and iii subunit abc2 ame: full=abc23 ame: full=dna-directed rna polymerases and iii 23 kda polypeptide	F	GO:0005515	protein binding
Be3_19655	40s ribosomal protein s28	F	GO:0005198	structural molecule activity
Be3_19655	40s ribosomal protein s28	P	GO:0006810	transport
Be3_19655	40s ribosomal protein s28	C	GO:0005840	ribosome
Be3_19655	40s ribosomal protein s28	C	GO:0005829	cytosol
Be3_19655	40s ribosomal protein s28	P	GO:0006412	translation
Be3_19659	cytochrome c oxidase polypeptide vib	F	GO:0003824	catalytic activity
Be3_19659	cytochrome c oxidase polypeptide vib	F	GO:0005215	transporter activity
Be3_19659	cytochrome c oxidase polypeptide vib	C	GO:0005739	mitochondrion
Be3_19695	vacuolar atp synthase 16 kda proteolipid subunit	F	GO:0005215	transporter activity
Be3_19695	vacuolar atp synthase 16 kda proteolipid subunit	C	GO:0005623	cell
Be3_19695	vacuolar atp synthase 16 kda proteolipid subunit	P	GO:0006091	generation of precursor metabolites and energy
Be3_19695	vacuolar atp synthase 16 kda proteolipid subunit	P	GO:0006139	nucleobase-containing compound metabolic process
Be3_19695	vacuolar atp synthase 16 kda proteolipid subunit	P	GO:0006811	ion transport
Be3_19695	vacuolar atp synthase 16 kda proteolipid subunit	P	GO:0009058	biosynthetic process
Be3_19695	vacuolar atp synthase 16 kda proteolipid subunit	C	GO:0043234	protein complex
Be3_19695	vacuolar atp synthase 16 kda proteolipid subunit	C	GO:0005622	intracellular
Be3_19702	dna repair protein rad16	P	GO:0009628	response to abiotic stimulus
Be3_19702	dna repair protein rad16	F	GO:0016787	hydrolase activity
Be3_19702	dna repair protein rad16	F	GO:0003677	DNA binding
Be3_19702	dna repair protein rad16	F	GO:0005515	protein binding
Be3_19702	dna repair protein rad16	C	GO:0005634	nucleus
Be3_19702	dna repair protein rad16	C	GO:0043234	protein complex
Be3_19702	dna repair protein rad16	F	GO:0000166	nucleotide binding
Be3_19702	dna repair protein rad16	P	GO:0006950	response to stress
Be3_19702	dna repair protein rad16	P	GO:0006259	DNA metabolic process
Be3_19702	dna repair protein rad16	F	GO:0005488	binding
Be3_19717	acetyl- carboxylase	F	GO:0003824	catalytic activity
Be3_19722	b9 domain-containing protein 2	C	GO:0043226	organelle
Be3_19722	b9 domain-containing protein 2	C	GO:0005622	intracellular
Be3_19730	50s ribosomal protein l28	C	GO:0005622	intracellular
Be3_19747	hydrophilic protein	F	GO:0003677	DNA binding
Be3_19747	hydrophilic protein	P	GO:0006950	response to stress
Be3_19747	hydrophilic protein	P	GO:0006259	DNA metabolic process
Be3_19747	hydrophilic protein	C	GO:0005634	nucleus
Be3_19747	hydrophilic protein	F	GO:0000166	nucleotide binding
Be3_19751	60s ribosomal protein l35	C	GO:0005622	intracellular
Be3_19752	n-end-recognizing protein	C	GO:0005634	nucleus
Be3_19758	40s ribosomal protein s26	C	GO:0005840	ribosome
Be3_19758	40s ribosomal protein s26	F	GO:0005198	structural molecule activity
Be3_19758	40s ribosomal protein s26	P	GO:0006412	translation
Be3_19762	60s ribosomal protein l21-a	C	GO:0005840	ribosome
Be3_19762	60s ribosomal protein l21-a	F	GO:0005198	structural molecule activity
Be3_19762	60s ribosomal protein l21-a	P	GO:0006412	translation
Be3_19763	40s ribosomal protein s13	C	GO:0005840	ribosome
Be3_19763	40s ribosomal protein s13	F	GO:0005198	structural molecule activity
Be3_19763	40s ribosomal protein s13	P	GO:0006412	translation
Be3_19768	peptidylprolyl isomerase -like 3	F	GO:0005515	protein binding
Be3_19768	peptidylprolyl isomerase -like 3	P	GO:0019538	protein metabolic process
Be3_19768	peptidylprolyl isomerase -like 3	F	GO:0003824	catalytic activity
Be3_19768	peptidylprolyl isomerase -like 3	P	GO:0006139	nucleobase-containing compound metabolic process
Be3_19768	peptidylprolyl isomerase -like 3	C	GO:0005634	nucleus
Be3_19779	acetyl- carboxylase	F	GO:0003824	catalytic activity
Be3_19790	abc transporter domain protein	F	GO:0016787	hydrolase activity
Be3_19790	abc transporter domain protein	P	GO:0006139	nucleobase-containing compound metabolic process
Be3_19790	abc transporter domain protein	P	GO:0009056	catabolic process
Be3_19790	abc transporter domain protein	F	GO:0000166	nucleotide binding
Be3_19793	oxidoreductase htatip2	F	GO:0005488	binding
Be3_19793	oxidoreductase htatip2	C	GO:0005623	cell
Be3_19793	oxidoreductase htatip2	P	GO:0008152	metabolic process
Be3_19808	elongator subunit iki3	C	GO:0005737	cytoplasm
Be3_19810	calm_blaem ame: full=calmodulin short=	F	GO:0005509	calcium ion binding
Be3_19818	probable atp synthase delta chain mitochondrial	F	GO:0005215	transporter activity
Be3_19818	probable atp synthase delta chain mitochondrial	P	GO:0006091	generation of precursor metabolites and energy
Be3_19818	probable atp synthase delta chain mitochondrial	P	GO:0006139	nucleobase-containing compound metabolic process
Be3_19818	probable atp synthase delta chain mitochondrial	P	GO:0006811	ion transport
Be3_19818	probable atp synthase delta chain mitochondrial	P	GO:0009058	biosynthetic process
Be3_19823	eukaryotic translation initiation factor 5a-2	F	GO:0008135	translation factor activity, nucleic acid binding
Be3_19823	eukaryotic translation initiation factor 5a-2	P	GO:0006412	translation
Be3_19823	eukaryotic translation initiation factor 5a-2	P	GO:0050789	regulation of biological process
Be3_19823	eukaryotic translation initiation factor 5a-2	P	GO:0006464	cellular protein modification process
Be3_19823	eukaryotic translation initiation factor 5a-2	N	GO:0006519	
Be3_19823	eukaryotic translation initiation factor 5a-2	P	GO:0016043	cellular component organization
Be3_19823	eukaryotic translation initiation factor 5a-2	F	GO:0005488	binding
Be3_19824	adaptor protein complex sigma subunit	P	GO:0015031	protein transport
Be3_19824	adaptor protein complex sigma subunit	F	GO:0005215	transporter activity
Be3_19884	nek2 protein	C	GO:0005829	cytosol
Be3_19884	nek2 protein	P	GO:0006464	cellular protein modification process
Be3_19884	nek2 protein	F	GO:0004672	protein kinase activity
Be3_19884	nek2 protein	P	GO:0007049	cell cycle
Be3_19884	nek2 protein	P	GO:0050789	regulation of biological process
Be3_19884	nek2 protein	P	GO:0006996	organelle organization
Be3_19884	nek2 protein	P	GO:0008150	biological_process
Be3_19884	nek2 protein	C	GO:0005815	microtubule organizing center
Be3_19884	nek2 protein	C	GO:0005694	chromosome
Be3_19884	nek2 protein	C	GO:0043234	protein complex
Be3_19884	nek2 protein	F	GO:0005515	protein binding
Be3_19884	nek2 protein	P	GO:0007010	cytoskeleton organization
Be3_19884	nek2 protein	C	GO:0005634	nucleus
Be3_19894	60s ribosomal protein l27	C	GO:0005840	ribosome
Be3_19894	60s ribosomal protein l27	F	GO:0005198	structural molecule activity
Be3_19894	60s ribosomal protein l27	C	GO:0005634	nucleus
Be3_19894	60s ribosomal protein l27	P	GO:0006412	translation
Be3_19894	60s ribosomal protein l27	C	GO:0005829	cytosol
Be3_19912	developmentally-regulated gtp-binding protein 1-like	F	GO:0000166	nucleotide binding
Be3_19912	developmentally-regulated gtp-binding protein 1-like	P	GO:0006139	nucleobase-containing compound metabolic process
Be3_19912	developmentally-regulated gtp-binding protein 1-like	P	GO:0009056	catabolic process
Be3_19912	developmentally-regulated gtp-binding protein 1-like	F	GO:0016787	hydrolase activity
Be3_19946	ubiquitin-conjugating enzyme9	F	GO:0000166	nucleotide binding
Be3_19946	ubiquitin-conjugating enzyme9	F	GO:0003824	catalytic activity
Be3_19946	ubiquitin-conjugating enzyme9	P	GO:0006464	cellular protein modification process
Be3_19962	amidophosphoribosyltransferase	P	GO:0006139	nucleobase-containing compound metabolic process
Be3_19962	amidophosphoribosyltransferase	P	GO:0009058	biosynthetic process
Be3_19962	amidophosphoribosyltransferase	F	GO:0016740	transferase activity
Be3_19970	rnase p and rnase mrp subunit	C	GO:0005783	endoplasmic reticulum
Be3_19977	glutathione peroxidase	F	GO:0016209	antioxidant activity
Be3_19977	glutathione peroxidase	F	GO:0003824	catalytic activity
Be3_19986	60s ribosomal protein l34-b	C	GO:0005840	ribosome
Be3_19986	60s ribosomal protein l34-b	F	GO:0005198	structural molecule activity
Be3_19986	60s ribosomal protein l34-b	P	GO:0006412	translation
Be3_19994	30s ribosomal protein s16	C	GO:0005622	intracellular
Be3_20018	-like protein	F	GO:0005215	transporter activity
Be3_20018	-like protein	P	GO:0006811	ion transport
Be3_20023	cytidine deaminase	F	GO:0003824	catalytic activity
Be3_20049	dna-directed rna polymerase i subunit rpa2	F	GO:0016740	transferase activity
Be3_20054	vacuolar atp synthase	P	GO:0006811	ion transport
Be3_20054	vacuolar atp synthase	F	GO:0016787	hydrolase activity
Be3_20054	vacuolar atp synthase	F	GO:0005215	transporter activity
Be3_20054	vacuolar atp synthase	C	GO:0005623	cell
Be3_20054	vacuolar atp synthase	C	GO:0043234	protein complex
Be3_20057	ef hand domain-containing protein	F	GO:0005488	binding
Be3_20095	ubiquitin-like-conjugating enzyme atg10	P	GO:0008152	metabolic process
Be3_20103	40s ribosomal protein s13	C	GO:0005730	nucleolus
Be3_20103	40s ribosomal protein s13	F	GO:0005198	structural molecule activity
Be3_20103	40s ribosomal protein s13	C	GO:0005618	cell wall
Be3_20103	40s ribosomal protein s13	C	GO:0005840	ribosome
Be3_20103	40s ribosomal protein s13	C	GO:0005829	cytosol
Be3_20103	40s ribosomal protein s13	C	GO:0009536	plastid
Be3_20103	40s ribosomal protein s13	P	GO:0006412	translation
Be3_20108	glycine cleavage system h protein	P	GO:0009790	embryo development
Be3_20108	glycine cleavage system h protein	P	GO:0009056	catabolic process
Be3_20108	glycine cleavage system h protein	N	GO:0006519	
Be3_20110	fk506 binding protein 2	P	GO:0019538	protein metabolic process
Be3_20110	fk506 binding protein 2	P	GO:0006464	cellular protein modification process
Be3_20110	fk506 binding protein 2	F	GO:0003824	catalytic activity
Be3_20113	camp-dependent protein kinase catalytic partial	F	GO:0000166	nucleotide binding
Be3_20113	camp-dependent protein kinase catalytic partial	P	GO:0006464	cellular protein modification process
Be3_20113	camp-dependent protein kinase catalytic partial	F	GO:0004672	protein kinase activity
Be3_20133	ribosomal protein l29	C	GO:0005622	intracellular
Be3_20139	40s ribosomal protein s14	C	GO:0005840	ribosome
Be3_20139	40s ribosomal protein s14	F	GO:0005198	structural molecule activity
Be3_20139	40s ribosomal protein s14	P	GO:0006412	translation
Be3_20143	plasma-membrane proton-efflux p-type atpase	P	GO:0006139	nucleobase-containing compound metabolic process
Be3_20143	plasma-membrane proton-efflux p-type atpase	F	GO:0016787	hydrolase activity
Be3_20143	plasma-membrane proton-efflux p-type atpase	F	GO:0005215	transporter activity
Be3_20143	plasma-membrane proton-efflux p-type atpase	F	GO:0000166	nucleotide binding
Be3_20143	plasma-membrane proton-efflux p-type atpase	C	GO:0005623	cell
Be3_20154	ubiquitin-conjugating enzyme e2 2	F	GO:0000166	nucleotide binding
Be3_20154	ubiquitin-conjugating enzyme e2 2	F	GO:0003824	catalytic activity
Be3_20154	ubiquitin-conjugating enzyme e2 2	P	GO:0006464	cellular protein modification process
Be3_20156	isoform cra_a	C	GO:0005829	cytosol
Be3_20156	isoform cra_a	F	GO:0008092	cytoskeletal protein binding
Be3_20156	isoform cra_a	C	GO:0005856	cytoskeleton
Be3_20156	isoform cra_a	P	GO:0050789	regulation of biological process
Be3_20156	isoform cra_a	N	GO:0006350	
Be3_20156	isoform cra_a	F	GO:0005102	receptor binding
Be3_20156	isoform cra_a	P	GO:0008150	biological_process
Be3_20156	isoform cra_a	P	GO:0007165	signal transduction
Be3_20156	isoform cra_a	P	GO:0006464	cellular protein modification process
Be3_20157	40s ribosomal protein s23	F	GO:0005198	structural molecule activity
Be3_20157	40s ribosomal protein s23	C	GO:0005840	ribosome
Be3_20157	40s ribosomal protein s23	P	GO:0006412	translation
Be3_20157	40s ribosomal protein s23	C	GO:0005739	mitochondrion
Be3_20161	mitochondrial import inner membrane translocase subunit tim22	P	GO:0006810	transport
Be3_20161	mitochondrial import inner membrane translocase subunit tim22	C	GO:0005623	cell
Be3_20163	small inducible cytokine subfamily member 1	C	GO:0005829	cytosol
Be3_20163	small inducible cytokine subfamily member 1	P	GO:0050789	regulation of biological process
Be3_20163	small inducible cytokine subfamily member 1	P	GO:0008283	cell proliferation
Be3_20163	small inducible cytokine subfamily member 1	C	GO:0043226	organelle
Be3_20163	small inducible cytokine subfamily member 1	C	GO:0005622	intracellular
Be3_20163	small inducible cytokine subfamily member 1	C	GO:0043234	protein complex
Be3_20163	small inducible cytokine subfamily member 1	P	GO:0007267	cell-cell signaling
Be3_20163	small inducible cytokine subfamily member 1	P	GO:0005975	carbohydrate metabolic process
Be3_20163	small inducible cytokine subfamily member 1	P	GO:0008150	biological_process
Be3_20163	small inducible cytokine subfamily member 1	F	GO:0005488	binding
Be3_20163	small inducible cytokine subfamily member 1	F	GO:0003723	RNA binding
Be3_20163	small inducible cytokine subfamily member 1	F	GO:0005515	protein binding
Be3_20163	small inducible cytokine subfamily member 1	C	GO:0005576	extracellular region
Be3_20163	small inducible cytokine subfamily member 1	P	GO:0008152	metabolic process
Be3_20180	achain crystal structure of the actin-binding domain of human alpha-actinin-4 mutant	F	GO:0005102	receptor binding
Be3_20180	achain crystal structure of the actin-binding domain of human alpha-actinin-4 mutant	C	GO:0005623	cell
Be3_20180	achain crystal structure of the actin-binding domain of human alpha-actinin-4 mutant	P	GO:0009605	response to external stimulus
Be3_20180	achain crystal structure of the actin-binding domain of human alpha-actinin-4 mutant	P	GO:0006950	response to stress
Be3_20180	achain crystal structure of the actin-binding domain of human alpha-actinin-4 mutant	C	GO:0016023	cytoplasmic membrane-bounded vesicle
Be3_20180	achain crystal structure of the actin-binding domain of human alpha-actinin-4 mutant	P	GO:0050789	regulation of biological process
Be3_20180	achain crystal structure of the actin-binding domain of human alpha-actinin-4 mutant	C	GO:0005856	cytoskeleton
Be3_20180	achain crystal structure of the actin-binding domain of human alpha-actinin-4 mutant	P	GO:0006810	transport
Be3_20180	achain crystal structure of the actin-binding domain of human alpha-actinin-4 mutant	C	GO:0005576	extracellular region
Be3_20180	achain crystal structure of the actin-binding domain of human alpha-actinin-4 mutant	C	GO:0005730	nucleolus
Be3_20180	achain crystal structure of the actin-binding domain of human alpha-actinin-4 mutant	C	GO:0043234	protein complex
Be3_20180	achain crystal structure of the actin-binding domain of human alpha-actinin-4 mutant	F	GO:0003779	actin binding
Be3_20180	achain crystal structure of the actin-binding domain of human alpha-actinin-4 mutant	F	GO:0005488	binding
Be3_20180	achain crystal structure of the actin-binding domain of human alpha-actinin-4 mutant	C	GO:0005737	cytoplasm
Be3_20180	achain crystal structure of the actin-binding domain of human alpha-actinin-4 mutant	F	GO:0005515	protein binding
Be3_20180	achain crystal structure of the actin-binding domain of human alpha-actinin-4 mutant	C	GO:0005622	intracellular
Be3_20198	60s ribosomal protein l30	C	GO:0005829	cytosol
Be3_20201	glycoside hydrolase family 18 protein	F	GO:0016787	hydrolase activity
Be3_20203	probable myosin regulatory light chain cdc4	F	GO:0005509	calcium ion binding
Be3_20206	probable nucleoside-diphosphate kinase	P	GO:0006139	nucleobase-containing compound metabolic process
Be3_20206	probable nucleoside-diphosphate kinase	F	GO:0016301	kinase activity
Be3_20206	probable nucleoside-diphosphate kinase	P	GO:0009058	biosynthetic process
Be3_20206	probable nucleoside-diphosphate kinase	F	GO:0000166	nucleotide binding
Be3_20206	probable nucleoside-diphosphate kinase	C	GO:0005737	cytoplasm
